"country_iso","year","country_year","gdp_growth","gini"
"SK",1978,"SK-1978",,
"SK",1979,"SK-1979",,
"SK",1980,"SK-1980",,
"SK",1981,"SK-1981",,
"SK",1982,"SK-1982",,
"SK",1983,"SK-1983",,
"SK",1984,"SK-1984",,
"SK",1985,"SK-1985",,
"SK",1986,"SK-1986",,
"SK",1987,"SK-1987",,
"SK",1988,"SK-1988",,
"SK",1989,"SK-1989",,
"SK",1990,"SK-1990",,
"SK",1991,"SK-1991",,
"SK",1992,"SK-1992",,
"SK",1993,"SK-1993",1.9,
"SK",1994,"SK-1994",6.21,
"SK",1995,"SK-1995",5.84,
"SK",1996,"SK-1996",6.62,
"SK",1997,"SK-1997",5.93,
"SK",1998,"SK-1998",4.08,
"SK",1999,"SK-1999",-0.11,
"SK",2000,"SK-2000",1.17,
"SK",2001,"SK-2001",3.25,
"SK",2002,"SK-2002",4.51,
"SK",2003,"SK-2003",5.5,
"SK",2004,"SK-2004",5.28,27.1
"SK",2005,"SK-2005",6.62,29.3
"SK",2006,"SK-2006",8.49,25.8
"SK",2007,"SK-2007",10.83,24.7
"SK",2008,"SK-2008",5.57,26
"SK",2009,"SK-2009",-5.46,27.2
"SK",2010,"SK-2010",6.72,27.3
"SK",2011,"SK-2011",2.67,26.5
"SK",2012,"SK-2012",1.32,26.1
"SK",2013,"SK-2013",0.63,28.1
"SK",2014,"SK-2014",2.7,26.1
"SK",2015,"SK-2015",5.17,26.5
"SK",2016,"SK-2016",1.94,25.2
"SK",2017,"SK-2017",2.94,23.2
"SK",2018,"SK-2018",4.03,25
"SK",2019,"SK-2019",2.51,23.2
"SK",2020,"SK-2020",-3.34,
"SK",2021,"SK-2021",4.86,
"SI",1960,"SI-1960",,
"SI",1961,"SI-1961",,
"SI",1962,"SI-1962",,
"SI",1963,"SI-1963",,
"SI",1964,"SI-1964",,
"SI",1965,"SI-1965",,
"SI",1966,"SI-1966",,
"SI",1967,"SI-1967",,
"SI",1968,"SI-1968",,
"SI",1969,"SI-1969",,
"SI",1970,"SI-1970",,
"SI",1971,"SI-1971",,
"SI",1972,"SI-1972",,
"SI",1973,"SI-1973",,
"SI",1974,"SI-1974",,
"SI",1975,"SI-1975",,
"SI",1976,"SI-1976",,
"SI",1977,"SI-1977",,
"SI",1978,"SI-1978",,
"SI",1979,"SI-1979",,
"SI",1980,"SI-1980",,
"SI",1981,"SI-1981",,
"SI",1982,"SI-1982",,
"SI",1983,"SI-1983",,
"SI",1984,"SI-1984",,
"SI",1985,"SI-1985",,
"SI",1986,"SI-1986",,
"SI",1987,"SI-1987",,
"SI",1988,"SI-1988",,
"SI",1989,"SI-1989",,
"SI",1990,"SI-1990",,
"SI",1991,"SI-1991",,
"SI",1992,"SI-1992",,
"SI",1993,"SI-1993",,
"SI",1994,"SI-1994",,
"SI",1995,"SI-1995",,
"SI",1996,"SI-1996",3.2,
"SI",1997,"SI-1997",5.05,
"SI",1998,"SI-1998",3.28,
"SI",1999,"SI-1999",5.33,
"SI",2000,"SI-2000",3.67,
"SI",2001,"SI-2001",3.22,
"SI",2002,"SI-2002",3.51,
"SI",2003,"SI-2003",2.96,
"SI",2004,"SI-2004",4.36,24.8
"SI",2005,"SI-2005",3.8,24.6
"SI",2006,"SI-2006",5.75,24.4
"SI",2007,"SI-2007",6.98,24.4
"SI",2008,"SI-2008",3.51,23.7
"SI",2009,"SI-2009",-7.55,24.8
"SI",2010,"SI-2010",1.34,24.9
"SI",2011,"SI-2011",0.86,24.9
"SI",2012,"SI-2012",-2.64,25.6
"SI",2013,"SI-2013",-1.03,26.2
"SI",2014,"SI-2014",2.77,25.7
"SI",2015,"SI-2015",2.21,25.4
"SI",2016,"SI-2016",3.19,24.8
"SI",2017,"SI-2017",4.82,24.2
"SI",2018,"SI-2018",4.45,24.6
"SI",2019,"SI-2019",3.45,24.4
"SI",2020,"SI-2020",-4.32,24
"SI",2021,"SI-2021",8.21,
"ZA",1960,"ZA-1960",,
"ZA",1961,"ZA-1961",3.84,
"ZA",1962,"ZA-1962",6.18,
"ZA",1963,"ZA-1963",7.37,
"ZA",1964,"ZA-1964",7.94,
"ZA",1965,"ZA-1965",6.12,
"ZA",1966,"ZA-1966",4.44,
"ZA",1967,"ZA-1967",7.2,
"ZA",1968,"ZA-1968",4.15,
"ZA",1969,"ZA-1969",4.72,
"ZA",1970,"ZA-1970",5.25,
"ZA",1971,"ZA-1971",4.28,
"ZA",1972,"ZA-1972",1.65,
"ZA",1973,"ZA-1973",4.57,
"ZA",1974,"ZA-1974",6.11,
"ZA",1975,"ZA-1975",1.7,
"ZA",1976,"ZA-1976",2.25,
"ZA",1977,"ZA-1977",-0.09,
"ZA",1978,"ZA-1978",3.01,
"ZA",1979,"ZA-1979",3.79,
"ZA",1980,"ZA-1980",6.62,
"ZA",1981,"ZA-1981",5.36,
"ZA",1982,"ZA-1982",-0.38,
"ZA",1983,"ZA-1983",-1.85,
"ZA",1984,"ZA-1984",5.1,
"ZA",1985,"ZA-1985",-1.21,
"ZA",1986,"ZA-1986",0.02,
"ZA",1987,"ZA-1987",2.1,
"ZA",1988,"ZA-1988",4.2,
"ZA",1989,"ZA-1989",2.39,
"ZA",1990,"ZA-1990",-0.32,
"ZA",1991,"ZA-1991",-1.02,
"ZA",1992,"ZA-1992",-2.14,
"ZA",1993,"ZA-1993",1.23,59.3
"ZA",1994,"ZA-1994",3.2,
"ZA",1995,"ZA-1995",3.1,
"ZA",1996,"ZA-1996",4.3,
"ZA",1997,"ZA-1997",2.6,
"ZA",1998,"ZA-1998",0.5,
"ZA",1999,"ZA-1999",2.4,
"ZA",2000,"ZA-2000",4.2,57.8
"ZA",2001,"ZA-2001",2.7,
"ZA",2002,"ZA-2002",3.7,
"ZA",2003,"ZA-2003",2.95,
"ZA",2004,"ZA-2004",4.55,
"ZA",2005,"ZA-2005",5.28,64.8
"ZA",2006,"ZA-2006",5.6,64.8
"ZA",2007,"ZA-2007",5.36,
"ZA",2008,"ZA-2008",3.19,63
"ZA",2009,"ZA-2009",-1.54,
"ZA",2010,"ZA-2010",3.04,63.4
"ZA",2011,"ZA-2011",3.17,
"ZA",2012,"ZA-2012",2.4,
"ZA",2013,"ZA-2013",2.49,
"ZA",2014,"ZA-2014",1.41,63
"ZA",2015,"ZA-2015",1.32,
"ZA",2016,"ZA-2016",0.66,
"ZA",2017,"ZA-2017",1.16,
"ZA",2018,"ZA-2018",1.52,
"ZA",2019,"ZA-2019",0.3,
"ZA",2020,"ZA-2020",-6.34,
"ZA",2021,"ZA-2021",4.91,
"ES",1960,"ES-1960",,
"ES",1961,"ES-1961",11.84,
"ES",1962,"ES-1962",9.95,
"ES",1963,"ES-1963",9.6,
"ES",1964,"ES-1964",5.31,
"ES",1965,"ES-1965",6.25,
"ES",1966,"ES-1966",7.25,
"ES",1967,"ES-1967",4.34,
"ES",1968,"ES-1968",6.6,
"ES",1969,"ES-1969",8.91,
"ES",1970,"ES-1970",4.29,
"ES",1971,"ES-1971",4.65,
"ES",1972,"ES-1972",8.15,
"ES",1973,"ES-1973",7.79,
"ES",1974,"ES-1974",5.62,
"ES",1975,"ES-1975",0.54,
"ES",1976,"ES-1976",3.3,
"ES",1977,"ES-1977",2.84,
"ES",1978,"ES-1978",1.46,
"ES",1979,"ES-1979",0.04,
"ES",1980,"ES-1980",2.21,34.5
"ES",1981,"ES-1981",-0.13,
"ES",1982,"ES-1982",1.25,
"ES",1983,"ES-1983",1.77,
"ES",1984,"ES-1984",1.78,
"ES",1985,"ES-1985",2.32,34.4
"ES",1986,"ES-1986",3.25,34.4
"ES",1987,"ES-1987",5.55,
"ES",1988,"ES-1988",5.09,
"ES",1989,"ES-1989",4.83,
"ES",1990,"ES-1990",3.78,32
"ES",1991,"ES-1991",2.55,
"ES",1992,"ES-1992",0.93,
"ES",1993,"ES-1993",-1.03,35.7
"ES",1994,"ES-1994",2.38,35.1
"ES",1995,"ES-1995",2.76,35.7
"ES",1996,"ES-1996",2.66,36.5
"ES",1997,"ES-1997",3.7,35.3
"ES",1998,"ES-1998",4.39,34.6
"ES",1999,"ES-1999",4.49,33.8
"ES",2000,"ES-2000",5.25,34.1
"ES",2001,"ES-2001",3.93,
"ES",2002,"ES-2002",2.73,
"ES",2003,"ES-2003",2.98,31.8
"ES",2004,"ES-2004",3.12,33.3
"ES",2005,"ES-2005",3.65,32.4
"ES",2006,"ES-2006",4.1,33.5
"ES",2007,"ES-2007",3.6,34.1
"ES",2008,"ES-2008",0.89,34.2
"ES",2009,"ES-2009",-3.76,34.9
"ES",2010,"ES-2010",0.16,35.2
"ES",2011,"ES-2011",-0.81,35.7
"ES",2012,"ES-2012",-2.96,35.4
"ES",2013,"ES-2013",-1.4,36.2
"ES",2014,"ES-2014",1.4,36.1
"ES",2015,"ES-2015",3.84,36.2
"ES",2016,"ES-2016",3.04,35.8
"ES",2017,"ES-2017",2.98,34.7
"ES",2018,"ES-2018",2.28,34.7
"ES",2019,"ES-2019",1.98,34.3
"ES",2020,"ES-2020",-11.33,34.9
"ES",2021,"ES-2021",5.52,
"SE",1960,"SE-1960",,
"SE",1961,"SE-1961",5.68,
"SE",1962,"SE-1962",4.26,
"SE",1963,"SE-1963",5.33,
"SE",1964,"SE-1964",6.82,
"SE",1965,"SE-1965",3.82,
"SE",1966,"SE-1966",2.09,
"SE",1967,"SE-1967",3.37,
"SE",1968,"SE-1968",3.64,
"SE",1969,"SE-1969",5.01,
"SE",1970,"SE-1970",7.29,
"SE",1971,"SE-1971",0.94,
"SE",1972,"SE-1972",2.29,
"SE",1973,"SE-1973",3.97,
"SE",1974,"SE-1974",3.2,
"SE",1975,"SE-1975",2.55,24.3
"SE",1976,"SE-1976",1.06,
"SE",1977,"SE-1977",-1.6,
"SE",1978,"SE-1978",1.75,
"SE",1979,"SE-1979",3.84,
"SE",1980,"SE-1980",1.7,
"SE",1981,"SE-1981",0.45,22.9
"SE",1982,"SE-1982",1.25,
"SE",1983,"SE-1983",1.9,
"SE",1984,"SE-1984",4.23,
"SE",1985,"SE-1985",2.16,
"SE",1986,"SE-1986",2.69,
"SE",1987,"SE-1987",3.35,23.1
"SE",1988,"SE-1988",2.56,
"SE",1989,"SE-1989",2.65,
"SE",1990,"SE-1990",0.75,
"SE",1991,"SE-1991",-1.15,
"SE",1992,"SE-1992",-1.16,24.9
"SE",1993,"SE-1993",-2.07,
"SE",1994,"SE-1994",3.93,
"SE",1995,"SE-1995",3.94,25.2
"SE",1996,"SE-1996",1.58,25.2
"SE",1997,"SE-1997",3.07,
"SE",1998,"SE-1998",4.31,
"SE",1999,"SE-1999",4.25,
"SE",2000,"SE-2000",4.77,27.2
"SE",2001,"SE-2001",1.45,
"SE",2002,"SE-2002",2.2,25.8
"SE",2003,"SE-2003",2.31,25.3
"SE",2004,"SE-2004",4.34,26.1
"SE",2005,"SE-2005",2.86,26.8
"SE",2006,"SE-2006",4.66,26.4
"SE",2007,"SE-2007",3.44,27.1
"SE",2008,"SE-2008",-0.45,28.1
"SE",2009,"SE-2009",-4.34,27.3
"SE",2010,"SE-2010",5.95,27.7
"SE",2011,"SE-2011",3.2,27.6
"SE",2012,"SE-2012",-0.59,27.6
"SE",2013,"SE-2013",1.19,28.8
"SE",2014,"SE-2014",2.66,28.4
"SE",2015,"SE-2015",4.49,29.2
"SE",2016,"SE-2016",2.07,29.6
"SE",2017,"SE-2017",2.57,28.8
"SE",2018,"SE-2018",1.95,30
"SE",2019,"SE-2019",1.99,29.3
"SE",2020,"SE-2020",-2.17,28.9
"SE",2021,"SE-2021",5.39,
"CH",1960,"CH-1960",,
"CH",1961,"CH-1961",,
"CH",1962,"CH-1962",,
"CH",1963,"CH-1963",,
"CH",1964,"CH-1964",,
"CH",1965,"CH-1965",,
"CH",1966,"CH-1966",,
"CH",1967,"CH-1967",,
"CH",1968,"CH-1968",,
"CH",1969,"CH-1969",,
"CH",1970,"CH-1970",,
"CH",1971,"CH-1971",,
"CH",1972,"CH-1972",,
"CH",1973,"CH-1973",,
"CH",1974,"CH-1974",,
"CH",1975,"CH-1975",,
"CH",1976,"CH-1976",,
"CH",1977,"CH-1977",,
"CH",1978,"CH-1978",,
"CH",1979,"CH-1979",,
"CH",1980,"CH-1980",,
"CH",1981,"CH-1981",1.6,
"CH",1982,"CH-1982",-1.31,36
"CH",1983,"CH-1983",0.64,
"CH",1984,"CH-1984",3.01,
"CH",1985,"CH-1985",3.67,
"CH",1986,"CH-1986",1.86,
"CH",1987,"CH-1987",1.59,
"CH",1988,"CH-1988",3.28,
"CH",1989,"CH-1989",4.33,
"CH",1990,"CH-1990",3.67,
"CH",1991,"CH-1991",-0.92,
"CH",1992,"CH-1992",-0.04,33.9
"CH",1993,"CH-1993",-0.13,
"CH",1994,"CH-1994",1.27,
"CH",1995,"CH-1995",0.48,
"CH",1996,"CH-1996",0.47,
"CH",1997,"CH-1997",2.26,
"CH",1998,"CH-1998",3.03,
"CH",1999,"CH-1999",1.66,
"CH",2000,"CH-2000",3.96,33.4
"CH",2001,"CH-2001",1.58,
"CH",2002,"CH-2002",-0.07,31.7
"CH",2003,"CH-2003",-0.03,
"CH",2004,"CH-2004",2.7,
"CH",2005,"CH-2005",2.75,
"CH",2006,"CH-2006",4.07,33.9
"CH",2007,"CH-2007",3.92,34.3
"CH",2008,"CH-2008",2.81,33.8
"CH",2009,"CH-2009",-2.3,32.9
"CH",2010,"CH-2010",3.24,32.6
"CH",2011,"CH-2011",1.81,31.7
"CH",2012,"CH-2012",1.18,31.6
"CH",2013,"CH-2013",1.79,32.5
"CH",2014,"CH-2014",2.35,32.5
"CH",2015,"CH-2015",1.64,32.3
"CH",2016,"CH-2016",2.07,33
"CH",2017,"CH-2017",1.36,32.7
"CH",2018,"CH-2018",2.86,33.1
"CH",2019,"CH-2019",1.14,
"CH",2020,"CH-2020",-2.38,
"CH",2021,"CH-2021",4.22,
"TH",1960,"TH-1960",,
"TH",1961,"TH-1961",5.36,
"TH",1962,"TH-1962",7.55,
"TH",1963,"TH-1963",8,
"TH",1964,"TH-1964",6.83,
"TH",1965,"TH-1965",8.18,
"TH",1966,"TH-1966",11.12,
"TH",1967,"TH-1967",8.62,
"TH",1968,"TH-1968",8.12,
"TH",1969,"TH-1969",6.55,
"TH",1970,"TH-1970",11.41,
"TH",1971,"TH-1971",4.9,
"TH",1972,"TH-1972",4.28,
"TH",1973,"TH-1973",10.24,
"TH",1974,"TH-1974",4.47,
"TH",1975,"TH-1975",4.97,
"TH",1976,"TH-1976",9.33,
"TH",1977,"TH-1977",9.84,
"TH",1978,"TH-1978",10.3,
"TH",1979,"TH-1979",5.37,
"TH",1980,"TH-1980",5.17,
"TH",1981,"TH-1981",5.91,45.2
"TH",1982,"TH-1982",5.35,
"TH",1983,"TH-1983",5.58,
"TH",1984,"TH-1984",5.75,
"TH",1985,"TH-1985",4.65,
"TH",1986,"TH-1986",5.53,
"TH",1987,"TH-1987",9.52,
"TH",1988,"TH-1988",13.29,43.8
"TH",1989,"TH-1989",12.19,
"TH",1990,"TH-1990",11.17,45.3
"TH",1991,"TH-1991",8.56,
"TH",1992,"TH-1992",8.08,47.9
"TH",1993,"TH-1993",8.25,
"TH",1994,"TH-1994",8,43.5
"TH",1995,"TH-1995",8.12,
"TH",1996,"TH-1996",5.65,42.9
"TH",1997,"TH-1997",-2.75,
"TH",1998,"TH-1998",-7.63,41.5
"TH",1999,"TH-1999",4.57,43.1
"TH",2000,"TH-2000",4.46,42.8
"TH",2001,"TH-2001",3.44,
"TH",2002,"TH-2002",6.15,41.9
"TH",2003,"TH-2003",7.19,
"TH",2004,"TH-2004",6.29,42.5
"TH",2005,"TH-2005",4.19,
"TH",2006,"TH-2006",4.97,41.8
"TH",2007,"TH-2007",5.44,39.8
"TH",2008,"TH-2008",1.73,40.3
"TH",2009,"TH-2009",-0.69,39.6
"TH",2010,"TH-2010",7.51,39.4
"TH",2011,"TH-2011",0.84,37.5
"TH",2012,"TH-2012",7.24,39.3
"TH",2013,"TH-2013",2.69,37.8
"TH",2014,"TH-2014",0.98,37
"TH",2015,"TH-2015",3.13,36
"TH",2016,"TH-2016",3.44,36.9
"TH",2017,"TH-2017",4.18,36.5
"TH",2018,"TH-2018",4.22,36.4
"TH",2019,"TH-2019",2.11,34.9
"TH",2020,"TH-2020",-6.07,35
"TH",2021,"TH-2021",1.49,35.1
"TR",1960,"TR-1960",,
"TR",1961,"TR-1961",1.16,
"TR",1962,"TR-1962",5.57,
"TR",1963,"TR-1963",9.07,
"TR",1964,"TR-1964",5.46,
"TR",1965,"TR-1965",2.82,
"TR",1966,"TR-1966",11.21,
"TR",1967,"TR-1967",4.73,
"TR",1968,"TR-1968",6.78,
"TR",1969,"TR-1969",4.08,
"TR",1970,"TR-1970",3.23,
"TR",1971,"TR-1971",5.57,
"TR",1972,"TR-1972",7.43,
"TR",1973,"TR-1973",3.26,
"TR",1974,"TR-1974",5.59,
"TR",1975,"TR-1975",7.17,
"TR",1976,"TR-1976",10.46,
"TR",1977,"TR-1977",3.41,
"TR",1978,"TR-1978",1.5,
"TR",1979,"TR-1979",-0.62,
"TR",1980,"TR-1980",-2.45,
"TR",1981,"TR-1981",4.86,
"TR",1982,"TR-1982",3.56,
"TR",1983,"TR-1983",4.97,
"TR",1984,"TR-1984",6.71,
"TR",1985,"TR-1985",4.24,
"TR",1986,"TR-1986",7.01,
"TR",1987,"TR-1987",9.49,43.5
"TR",1988,"TR-1988",2.32,
"TR",1989,"TR-1989",0.29,
"TR",1990,"TR-1990",9.27,
"TR",1991,"TR-1991",0.72,
"TR",1992,"TR-1992",5.04,
"TR",1993,"TR-1993",7.65,
"TR",1994,"TR-1994",-4.67,41.3
"TR",1995,"TR-1995",7.88,
"TR",1996,"TR-1996",7.38,
"TR",1997,"TR-1997",7.58,
"TR",1998,"TR-1998",2.4,
"TR",1999,"TR-1999",-3.26,
"TR",2000,"TR-2000",6.93,
"TR",2001,"TR-2001",-5.75,
"TR",2002,"TR-2002",6.45,41.4
"TR",2003,"TR-2003",5.76,42.2
"TR",2004,"TR-2004",9.8,41.3
"TR",2005,"TR-2005",8.99,42.6
"TR",2006,"TR-2006",6.95,39.6
"TR",2007,"TR-2007",5.04,38.4
"TR",2008,"TR-2008",0.82,39
"TR",2009,"TR-2009",-4.82,39
"TR",2010,"TR-2010",8.43,38.8
"TR",2011,"TR-2011",11.2,40
"TR",2012,"TR-2012",4.79,40.2
"TR",2013,"TR-2013",8.49,40.2
"TR",2014,"TR-2014",4.94,41.2
"TR",2015,"TR-2015",6.08,42.9
"TR",2016,"TR-2016",3.32,41.9
"TR",2017,"TR-2017",7.5,41.4
"TR",2018,"TR-2018",2.98,41.9
"TR",2019,"TR-2019",0.78,41.9
"TR",2020,"TR-2020",1.94,
"TR",2021,"TR-2021",11.35,
"GB-GBN",1960,"GB-GBN-1960",,
"GB-GBN",1961,"GB-GBN-1961",2.68,
"GB-GBN",1962,"GB-GBN-1962",1.1,
"GB-GBN",1963,"GB-GBN-1963",4.87,
"GB-GBN",1964,"GB-GBN-1964",5.53,
"GB-GBN",1965,"GB-GBN-1965",2.14,
"GB-GBN",1966,"GB-GBN-1966",1.57,
"GB-GBN",1967,"GB-GBN-1967",2.79,
"GB-GBN",1968,"GB-GBN-1968",5.44,26.8
"GB-GBN",1969,"GB-GBN-1969",1.92,27.9
"GB-GBN",1970,"GB-GBN-1970",6.68,28
"GB-GBN",1971,"GB-GBN-1971",3.5,29.3
"GB-GBN",1972,"GB-GBN-1972",4.32,28.8
"GB-GBN",1973,"GB-GBN-1973",6.52,28.8
"GB-GBN",1974,"GB-GBN-1974",-2.48,29
"GB-GBN",1975,"GB-GBN-1975",-1.47,27.9
"GB-GBN",1976,"GB-GBN-1976",2.91,27.6
"GB-GBN",1977,"GB-GBN-1977",2.46,27.1
"GB-GBN",1978,"GB-GBN-1978",4.2,27.2
"GB-GBN",1979,"GB-GBN-1979",3.75,27.4
"GB-GBN",1980,"GB-GBN-1980",-2.03,28.5
"GB-GBN",1981,"GB-GBN-1981",-0.79,29.7
"GB-GBN",1982,"GB-GBN-1982",1.99,29.9
"GB-GBN",1983,"GB-GBN-1983",4.22,29.8
"GB-GBN",1984,"GB-GBN-1984",2.27,29.2
"GB-GBN",1985,"GB-GBN-1985",4.15,30.4
"GB-GBN",1986,"GB-GBN-1986",3.15,31.9
"GB-GBN",1987,"GB-GBN-1987",5.39,33.9
"GB-GBN",1988,"GB-GBN-1988",5.73,34.3
"GB-GBN",1989,"GB-GBN-1989",2.58,33.4
"GB-GBN",1990,"GB-GBN-1990",0.73,35.7
"GB-GBN",1991,"GB-GBN-1991",-1.1,35
"GB-GBN",1992,"GB-GBN-1992",0.4,35
"GB-GBN",1993,"GB-GBN-1993",2.49,35.1
"GB-GBN",1994,"GB-GBN-1994",3.85,36
"GB-GBN",1995,"GB-GBN-1995",2.53,35.5
"GB-GBN",1996,"GB-GBN-1996",1.91,35.3
"GB-GBN",1997,"GB-GBN-1997",4.52,35.7
"GB-GBN",1998,"GB-GBN-1998",3.16,36.6
"GB-GBN",1999,"GB-GBN-1999",3.01,36.8
"GB-GBN",2000,"GB-GBN-2000",4.09,38.8
"GB-GBN",2001,"GB-GBN-2001",2.16,37.1
"GB-GBN",2002,"GB-GBN-2002",1.77,35.1
"GB-GBN",2003,"GB-GBN-2003",3.12,34.9
"GB-GBN",2004,"GB-GBN-2004",2.34,34.8
"GB-GBN",2005,"GB-GBN-2005",2.67,35.5
"GB-GBN",2006,"GB-GBN-2006",2.16,35.9
"GB-GBN",2007,"GB-GBN-2007",2.56,34.4
"GB-GBN",2008,"GB-GBN-2008",-0.15,35.4
"GB-GBN",2009,"GB-GBN-2009",-4.51,35.1
"GB-GBN",2010,"GB-GBN-2010",2.43,33.7
"GB-GBN",2011,"GB-GBN-2011",1.07,33.2
"GB-GBN",2012,"GB-GBN-2012",1.45,33.1
"GB-GBN",2013,"GB-GBN-2013",1.82,32.7
"GB-GBN",2014,"GB-GBN-2014",3.2,33.1
"GB-GBN",2015,"GB-GBN-2015",2.39,33.3
"GB-GBN",2016,"GB-GBN-2016",2.17,33.1
"GB-GBN",2017,"GB-GBN-2017",2.44,32.6
"GB-GBN",2018,"GB-GBN-2018",1.71,33.7
"GB-GBN",2019,"GB-GBN-2019",1.6,32.8
"GB-GBN",2020,"GB-GBN-2020",-11.03,32.6
"GB-GBN",2021,"GB-GBN-2021",7.6,
"US",1960,"US-1960",,
"US",1961,"US-1961",2.3,
"US",1962,"US-1962",6.1,
"US",1963,"US-1963",4.4,37.6
"US",1964,"US-1964",5.8,38.1
"US",1965,"US-1965",6.4,37.5
"US",1966,"US-1966",6.5,37.8
"US",1967,"US-1967",2.5,36.9
"US",1968,"US-1968",4.8,36.3
"US",1969,"US-1969",3.1,36
"US",1970,"US-1970",-0.28,36.6
"US",1971,"US-1971",3.29,36.9
"US",1972,"US-1972",5.26,36.7
"US",1973,"US-1973",5.65,36.1
"US",1974,"US-1974",-0.54,35.5
"US",1975,"US-1975",-0.21,35.7
"US",1976,"US-1976",5.39,35.6
"US",1977,"US-1977",4.62,35.5
"US",1978,"US-1978",5.54,34.8
"US",1979,"US-1979",3.17,34.8
"US",1980,"US-1980",-0.26,34.7
"US",1981,"US-1981",2.54,35.5
"US",1982,"US-1982",-1.8,36.7
"US",1983,"US-1983",4.58,37.3
"US",1984,"US-1984",7.24,37.3
"US",1985,"US-1985",4.17,37.6
"US",1986,"US-1986",3.46,37.6
"US",1987,"US-1987",3.46,37.2
"US",1988,"US-1988",4.18,37.7
"US",1989,"US-1989",3.67,38.2
"US",1990,"US-1990",1.89,38.3
"US",1991,"US-1991",-0.11,38
"US",1992,"US-1992",3.52,38.4
"US",1993,"US-1993",2.75,40.4
"US",1994,"US-1994",4.03,40
"US",1995,"US-1995",2.68,39.9
"US",1996,"US-1996",3.77,40.3
"US",1997,"US-1997",4.45,40.5
"US",1998,"US-1998",4.48,40
"US",1999,"US-1999",4.79,40
"US",2000,"US-2000",4.08,40.1
"US",2001,"US-2001",0.95,40.6
"US",2002,"US-2002",1.7,40.4
"US",2003,"US-2003",2.8,40.8
"US",2004,"US-2004",3.85,40.3
"US",2005,"US-2005",3.48,41
"US",2006,"US-2006",2.78,41.4
"US",2007,"US-2007",2.01,40.8
"US",2008,"US-2008",0.12,40.8
"US",2009,"US-2009",-2.6,40.6
"US",2010,"US-2010",2.71,40
"US",2011,"US-2011",1.55,40.9
"US",2012,"US-2012",2.28,40.9
"US",2013,"US-2013",1.84,40.7
"US",2014,"US-2014",2.29,41.5
"US",2015,"US-2015",2.71,41.2
"US",2016,"US-2016",1.67,41.1
"US",2017,"US-2017",2.24,41.2
"US",2018,"US-2018",2.95,41.4
"US",2019,"US-2019",2.29,41.5
"US",2020,"US-2020",-2.77,39.7
"US",2021,"US-2021",5.95,39.8
"VE",1960,"VE-1960",,
"VE",1961,"VE-1961",3.19,
"VE",1962,"VE-1962",8.53,
"VE",1963,"VE-1963",3.9,
"VE",1964,"VE-1964",11.13,
"VE",1965,"VE-1965",4.16,
"VE",1966,"VE-1966",1.51,
"VE",1967,"VE-1967",2.83,
"VE",1968,"VE-1968",7.34,
"VE",1969,"VE-1969",0.71,
"VE",1970,"VE-1970",7.71,
"VE",1971,"VE-1971",1.48,
"VE",1972,"VE-1972",1.28,
"VE",1973,"VE-1973",7.11,
"VE",1974,"VE-1974",2.07,
"VE",1975,"VE-1975",2.9,
"VE",1976,"VE-1976",7.73,
"VE",1977,"VE-1977",6.27,
"VE",1978,"VE-1978",2.35,
"VE",1979,"VE-1979",0.76,
"VE",1980,"VE-1980",-4.42,
"VE",1981,"VE-1981",-0.36,55.6
"VE",1982,"VE-1982",-2.07,
"VE",1983,"VE-1983",-3.76,
"VE",1984,"VE-1984",1.44,
"VE",1985,"VE-1985",0.19,
"VE",1986,"VE-1986",6.51,
"VE",1987,"VE-1987",3.58,53.4
"VE",1988,"VE-1988",5.82,
"VE",1989,"VE-1989",-8.57,43.8
"VE",1990,"VE-1990",6.47,43.8
"VE",1991,"VE-1991",9.73,
"VE",1992,"VE-1992",6.06,42.1
"VE",1993,"VE-1993",0.28,
"VE",1994,"VE-1994",-2.35,
"VE",1995,"VE-1995",3.95,47.2
"VE",1996,"VE-1996",-0.2,47.2
"VE",1997,"VE-1997",6.37,
"VE",1998,"VE-1998",0.29,48.1
"VE",1999,"VE-1999",-5.97,47.8
"VE",2000,"VE-2000",3.69,
"VE",2001,"VE-2001",3.39,47.2
"VE",2002,"VE-2002",-8.86,49
"VE",2003,"VE-2003",-7.76,48.1
"VE",2004,"VE-2004",18.29,47.5
"VE",2005,"VE-2005",10.32,49.5
"VE",2006,"VE-2006",9.87,44.8
"VE",2007,"VE-2007",8.75,
"VE",2008,"VE-2008",5.28,
"VE",2009,"VE-2009",-3.2,
"VE",2010,"VE-2010",-1.49,
"VE",2011,"VE-2011",4.18,
"VE",2012,"VE-2012",5.63,
"VE",2013,"VE-2013",1.34,
"VE",2014,"VE-2014",-3.89,
"VE",2015,"VE-2015",,
"VE",2016,"VE-2016",,
"VE",2017,"VE-2017",,
"VE",2018,"VE-2018",,
"VE",2019,"VE-2019",,
"VE",2020,"VE-2020",,
"VE",2021,"VE-2021",,
"AR",2006,"AR-2006",8.05,46.3
"DO",2006,"DO-2006",9.17,52
"NL",2006,"NL-2006",3.46,30
"PT",2006,"PT-2006",1.63,38.1
"UY",2006,"UY-2006",4.1,45.9
