"trust_promise","male","age","edu","unemployed","rural","political_know","cntry","country_year","year"
3,1,28,11,-11,1,3,"US","US-2006",2006
2,2,46,20,-11,1,4,"US","US-2006",2006
1,1,33,15,-11,1,5,"US","US-2006",2006
2,2,55,1,1,1,2,"US","US-2006",2006
1,2,48,12,-11,1,3,"US","US-2006",2006
2,1,58,17,1,1,4,"US","US-2006",2006
2,2,32,12,-11,1,3,"US","US-2006",2006
4,2,28,13,-11,1,4,"US","US-2006",2006
2,2,47,5,1,1,4,"US","US-2006",2006
1,2,56,16,-11,2,5,"US","US-2006",2006
4,1,48,18,-11,2,5,"US","US-2006",2006
2,2,56,18,1,2,4,"US","US-2006",2006
4,1,47,16,-11,2,4,"US","US-2006",2006
3,2,62,14,-11,2,2,"US","US-2006",2006
4,2,31,13,1,2,1,"US","US-2006",2006
1,1,40,16,-11,2,4,"US","US-2006",2006
2,1,41,14,-11,2,4,"US","US-2006",2006
1,1,32,16,-11,2,5,"US","US-2006",2006
3,1,35,16,-11,2,4,"US","US-2006",2006
2,2,26,19,-11,1,4,"US","US-2006",2006
1,2,48,11,1,1,4,"US","US-2006",2006
3,2,49,14,1,1,4,"US","US-2006",2006
2,2,88,6,1,1,4,"US","US-2006",2006
3,1,41,6,-11,1,3,"US","US-2006",2006
3,2,41,12,-11,1,2,"US","US-2006",2006
2,2,38,9,-11,1,3,"US","US-2006",2006
1,2,58,9,-11,1,3,"US","US-2006",2006
2,2,23,15,-11,1,4,"US","US-2006",2006
4,2,31,13,-11,1,4,"US","US-2006",2006
2,2,53,16,-11,1,4,"US","US-2006",2006
1,1,59,12,-11,1,5,"US","US-2006",2006
3,2,76,12,1,1,3,"US","US-2006",2006
2,2,49,16,-11,2,5,"US","US-2006",2006
2,1,35,14,-11,2,5,"US","US-2006",2006
2,2,64,16,-11,2,4,"US","US-2006",2006
4,1,54,12,-11,2,5,"US","US-2006",2006
2,1,52,12,-11,2,4,"US","US-2006",2006
4,1,54,12,-11,1,2,"US","US-2006",2006
3,2,55,13,1,1,2,"US","US-2006",2006
1,1,61,16,-11,1,5,"US","US-2006",2006
3,2,40,12,1,2,4,"US","US-2006",2006
4,1,30,16,-11,2,4,"US","US-2006",2006
4,1,58,13,-11,2,2,"US","US-2006",2006
2,2,38,14,-11,2,4,"US","US-2006",2006
3,1,20,12,-11,2,2,"US","US-2006",2006
2,2,48,6,-11,2,4,"US","US-2006",2006
4,1,39,16,1,2,4,"US","US-2006",2006
2,1,50,16,-11,2,5,"US","US-2006",2006
2,1,57,14,-11,2,5,"US","US-2006",2006
1,2,68,13,1,2,5,"US","US-2006",2006
2,2,36,13,-11,1,3,"US","US-2006",2006
3,1,,12,-11,2,3,"US","US-2006",2006
2,2,25,12,-11,2,2,"US","US-2006",2006
4,2,48,16,-11,2,2,"US","US-2006",2006
2,1,54,14,1,1,4,"US","US-2006",2006
1,2,58,12,-11,2,2,"US","US-2006",2006
2,2,73,12,-11,2,4,"US","US-2006",2006
1,1,48,14,-11,2,4,"US","US-2006",2006
1,2,80,12,1,1,4,"US","US-2006",2006
3,2,63,12,1,1,3,"US","US-2006",2006
2,1,20,12,-11,1,4,"US","US-2006",2006
1,1,83,12,1,1,5,"US","US-2006",2006
1,2,28,14,-11,1,1,"US","US-2006",2006
3,1,72,17,1,1,2,"US","US-2006",2006
3,2,19,9,-11,1,3,"US","US-2006",2006
3,1,38,9,-11,1,3,"US","US-2006",2006
1,2,54,20,-11,1,3,"US","US-2006",2006
4,2,27,18,-11,1,5,"US","US-2006",2006
3,1,40,14,-11,1,2,"US","US-2006",2006
3,1,29,19,-11,1,5,"US","US-2006",2006
3,1,31,2,-11,1,4,"US","US-2006",2006
4,2,83,14,1,1,2,"US","US-2006",2006
4,2,40,16,-11,1,4,"US","US-2006",2006
2,2,18,12,-11,2,4,"US","US-2006",2006
2,1,57,13,-11,2,2,"US","US-2006",2006
1,2,48,12,1,2,4,"US","US-2006",2006
4,2,40,18,-11,2,4,"US","US-2006",2006
1,1,81,10,1,1,5,"US","US-2006",2006
2,2,68,11,-11,1,1,"US","US-2006",2006
1,2,77,12,-11,2,2,"US","US-2006",2006
2,2,61,14,-11,2,4,"US","US-2006",2006
2,2,56,17,-11,2,2,"US","US-2006",2006
2,1,76,16,1,2,5,"US","US-2006",2006
4,1,33,8,-11,1,4,"US","US-2006",2006
2,2,60,14,-11,1,4,"US","US-2006",2006
1,2,58,13,-11,1,5,"US","US-2006",2006
3,2,41,16,-11,1,5,"US","US-2006",2006
3,2,35,9,1,1,3,"US","US-2006",2006
1,2,46,12,1,1,3,"US","US-2006",2006
1,1,24,12,-11,1,2,"US","US-2006",2006
1,2,44,12,-11,1,5,"US","US-2006",2006
2,1,35,12,1,1,3,"US","US-2006",2006
3,1,49,16,-11,1,4,"US","US-2006",2006
1,1,59,14,-11,1,5,"US","US-2006",2006
1,2,67,9,-11,1,5,"US","US-2006",2006
2,2,44,18,-11,1,4,"US","US-2006",2006
4,1,44,12,-11,1,3,"US","US-2006",2006
1,1,48,12,-11,1,5,"US","US-2006",2006
1,1,24,14,-11,1,4,"US","US-2006",2006
2,1,31,12,-11,1,4,"US","US-2006",2006
2,2,46,16,-11,1,4,"US","US-2006",2006
2,2,50,20,-11,1,4,"US","US-2006",2006
2,2,32,12,-11,1,4,"US","US-2006",2006
2,2,57,9,1,1,1,"US","US-2006",2006
2,1,66,14,1,1,4,"US","US-2006",2006
2,2,27,15,-11,1,5,"US","US-2006",2006
3,1,59,12,-11,1,4,"US","US-2006",2006
2,2,19,11,-11,1,4,"US","US-2006",2006
2,1,44,14,-11,1,4,"US","US-2006",2006
2,1,78,12,1,1,2,"US","US-2006",2006
2,2,36,16,-11,1,4,"US","US-2006",2006
3,1,56,16,-11,1,4,"US","US-2006",2006
2,1,43,13,-11,1,2,"US","US-2006",2006
2,2,40,12,-11,2,2,"US","US-2006",2006
4,2,41,14,-11,2,1,"US","US-2006",2006
2,2,73,12,1,2,4,"US","US-2006",2006
3,2,42,14,-11,2,4,"US","US-2006",2006
4,2,62,18,-11,1,5,"US","US-2006",2006
99,1,51,12,-11,1,3,"US","US-2006",2006
3,2,46,18,-11,1,4,"US","US-2006",2006
3,1,68,6,1,2,4,"US","US-2006",2006
4,2,27,12,1,2,1,"US","US-2006",2006
4,1,22,15,-11,2,5,"US","US-2006",2006
2,2,75,14,1,2,3,"US","US-2006",2006
1,1,25,15,-11,1,4,"US","US-2006",2006
4,2,24,12,1,1,2,"US","US-2006",2006
4,2,36,18,-11,3,3,"US","US-2006",2006
1,1,35,12,-11,3,5,"US","US-2006",2006
4,1,32,16,-11,3,5,"US","US-2006",2006
3,2,44,,1,2,3,"US","US-2006",2006
1,1,82,10,1,2,4,"US","US-2006",2006
3,2,47,12,1,2,2,"US","US-2006",2006
1,1,30,13,-11,2,3,"US","US-2006",2006
1,1,20,12,1,2,3,"US","US-2006",2006
3,2,33,12,1,2,1,"US","US-2006",2006
3,1,72,12,1,2,4,"US","US-2006",2006
2,2,41,16,-11,2,5,"US","US-2006",2006
3,1,53,12,-11,2,2,"US","US-2006",2006
2,2,77,17,-11,2,5,"US","US-2006",2006
2,1,50,12,-11,2,2,"US","US-2006",2006
2,2,31,12,1,2,4,"US","US-2006",2006
3,2,81,8,1,2,4,"US","US-2006",2006
2,1,67,12,1,2,2,"US","US-2006",2006
1,2,56,14,-11,2,2,"US","US-2006",2006
2,1,45,12,-11,2,3,"US","US-2006",2006
4,1,70,12,-11,2,4,"US","US-2006",2006
1,1,45,12,-11,2,3,"US","US-2006",2006
1,2,57,12,-11,2,1,"US","US-2006",2006
2,2,63,17,1,2,3,"US","US-2006",2006
2,2,78,9,1,3,2,"US","US-2006",2006
2,2,55,10,-11,3,3,"US","US-2006",2006
1,1,27,16,-11,3,4,"US","US-2006",2006
1,2,61,16,-11,3,3,"US","US-2006",2006
2,1,85,12,1,3,2,"US","US-2006",2006
1,2,30,11,1,1,3,"US","US-2006",2006
4,2,36,16,-11,1,4,"US","US-2006",2006
3,1,22,13,-11,1,4,"US","US-2006",2006
1,1,78,12,1,1,5,"US","US-2006",2006
3,2,,12,1,1,2,"US","US-2006",2006
4,2,69,12,1,1,3,"US","US-2006",2006
3,1,65,20,-11,1,4,"US","US-2006",2006
4,1,54,19,-11,1,5,"US","US-2006",2006
1,1,50,12,-11,1,5,"US","US-2006",2006
2,2,58,12,-11,1,2,"US","US-2006",2006
2,1,53,10,1,1,2,"US","US-2006",2006
5,1,48,12,1,1,1,"US","US-2006",2006
2,2,63,12,1,1,4,"US","US-2006",2006
3,1,24,12,1,1,4,"US","US-2006",2006
1,2,48,12,-11,1,1,"US","US-2006",2006
1,2,28,12,-11,1,3,"US","US-2006",2006
2,1,47,16,-11,1,5,"US","US-2006",2006
4,2,27,12,1,3,2,"US","US-2006",2006
2,2,64,13,1,3,4,"US","US-2006",2006
1,2,49,13,-11,3,4,"US","US-2006",2006
2,2,42,11,-11,3,4,"US","US-2006",2006
2,1,21,9,1,3,3,"US","US-2006",2006
2,1,28,14,-11,3,3,"US","US-2006",2006
2,1,33,12,-11,3,5,"US","US-2006",2006
4,1,58,12,1,1,4,"US","US-2006",2006
2,1,58,13,-11,1,4,"US","US-2006",2006
3,2,52,16,-11,1,3,"US","US-2006",2006
2,2,79,14,1,1,4,"US","US-2006",2006
3,1,37,20,-11,1,5,"US","US-2006",2006
2,2,23,12,-11,1,3,"US","US-2006",2006
4,1,76,16,1,1,5,"US","US-2006",2006
4,1,62,20,-11,1,5,"US","US-2006",2006
4,2,85,20,1,1,4,"US","US-2006",2006
2,2,22,12,-11,1,3,"US","US-2006",2006
1,2,32,16,-11,1,2,"US","US-2006",2006
3,1,31,12,-11,1,2,"US","US-2006",2006
4,2,89,8,1,1,3,"US","US-2006",2006
4,1,47,12,1,1,4,"US","US-2006",2006
1,1,46,11,-11,1,3,"US","US-2006",2006
2,2,76,8,1,1,5,"US","US-2006",2006
3,1,36,10,-11,1,2,"US","US-2006",2006
2,2,31,16,-11,1,5,"US","US-2006",2006
1,1,41,8,1,1,5,"US","US-2006",2006
1,2,60,17,1,1,4,"US","US-2006",2006
2,1,51,2,-11,1,2,"US","US-2006",2006
4,1,36,16,-11,1,5,"US","US-2006",2006
2,1,27,16,-11,1,5,"US","US-2006",2006
1,1,19,13,-11,1,5,"US","US-2006",2006
4,2,22,15,-11,1,3,"US","US-2006",2006
4,2,51,17,-11,1,3,"US","US-2006",2006
2,1,48,18,-11,1,5,"US","US-2006",2006
2,2,27,12,-11,1,5,"US","US-2006",2006
2,2,40,16,-11,1,4,"US","US-2006",2006
2,2,32,14,-11,1,2,"US","US-2006",2006
2,2,44,16,-11,1,4,"US","US-2006",2006
1,2,72,12,1,1,2,"US","US-2006",2006
1,2,34,12,-11,1,5,"US","US-2006",2006
3,2,47,15,-11,1,3,"US","US-2006",2006
4,2,47,12,-11,1,3,"US","US-2006",2006
2,1,47,13,-11,1,4,"US","US-2006",2006
2,1,36,14,-11,1,4,"US","US-2006",2006
1,2,26,13,1,1,2,"US","US-2006",2006
1,2,73,12,1,1,2,"US","US-2006",2006
2,2,32,16,1,1,4,"US","US-2006",2006
2,2,20,13,1,1,2,"US","US-2006",2006
2,1,49,13,-11,2,3,"US","US-2006",2006
4,2,49,18,-11,1,4,"US","US-2006",2006
2,2,27,15,1,2,3,"US","US-2006",2006
4,1,40,16,-11,2,4,"US","US-2006",2006
4,2,40,12,-11,2,4,"US","US-2006",2006
1,2,38,14,1,2,5,"US","US-2006",2006
3,2,67,18,1,1,5,"US","US-2006",2006
1,2,76,11,1,1,4,"US","US-2006",2006
1,2,65,16,-11,1,4,"US","US-2006",2006
1,2,54,12,1,1,3,"US","US-2006",2006
2,1,51,19,-11,1,5,"US","US-2006",2006
1,2,29,13,-11,1,3,"US","US-2006",2006
1,2,30,14,-11,1,5,"US","US-2006",2006
2,2,57,12,-11,1,2,"US","US-2006",2006
1,2,50,17,-11,1,4,"US","US-2006",2006
2,1,26,18,-11,2,5,"US","US-2006",2006
2,2,24,16,-11,2,4,"US","US-2006",2006
5,2,19,10,-11,2,3,"US","US-2006",2006
1,1,48,16,-11,2,4,"US","US-2006",2006
2,1,23,16,-11,1,4,"US","US-2006",2006
2,1,53,13,-11,1,5,"US","US-2006",2006
2,2,85,14,1,2,3,"US","US-2006",2006
2,1,54,16,-11,2,4,"US","US-2006",2006
3,1,40,12,-11,2,4,"US","US-2006",2006
4,1,36,14,-11,2,5,"US","US-2006",2006
3,2,49,12,-11,2,4,"US","US-2006",2006
2,1,56,12,-11,2,2,"US","US-2006",2006
2,1,30,12,-11,2,3,"US","US-2006",2006
1,2,44,16,-11,2,5,"US","US-2006",2006
1,2,56,14,-11,2,2,"US","US-2006",2006
2,1,28,14,-11,2,4,"US","US-2006",2006
5,1,59,12,-11,1,5,"US","US-2006",2006
2,2,39,10,-11,1,2,"US","US-2006",2006
4,2,36,9,1,1,3,"US","US-2006",2006
2,2,50,12,-11,1,3,"US","US-2006",2006
2,2,70,12,1,1,4,"US","US-2006",2006
2,2,29,16,-11,1,5,"US","US-2006",2006
2,2,75,16,1,1,5,"US","US-2006",2006
2,2,53,12,-11,1,3,"US","US-2006",2006
3,2,81,16,1,1,5,"US","US-2006",2006
3,2,34,16,-11,1,4,"US","US-2006",2006
3,2,77,13,1,1,5,"US","US-2006",2006
2,1,80,16,1,1,4,"US","US-2006",2006
4,1,82,19,1,1,4,"US","US-2006",2006
2,2,43,16,-11,1,2,"US","US-2006",2006
2,2,25,14,-11,1,3,"US","US-2006",2006
99,2,28,3,-11,1,1,"US","US-2006",2006
4,1,21,14,-11,1,3,"US","US-2006",2006
1,1,64,13,1,1,5,"US","US-2006",2006
1,1,72,12,1,1,1,"US","US-2006",2006
4,2,44,12,1,1,2,"US","US-2006",2006
4,2,26,18,-11,1,4,"US","US-2006",2006
3,2,57,12,-11,1,3,"US","US-2006",2006
4,1,51,,1,1,2,"US","US-2006",2006
4,1,44,16,1,1,5,"US","US-2006",2006
1,2,47,13,-11,1,5,"US","US-2006",2006
1,2,48,12,-11,1,3,"US","US-2006",2006
2,2,48,12,-11,1,5,"US","US-2006",2006
1,2,38,13,-11,1,4,"US","US-2006",2006
1,2,52,11,1,1,5,"US","US-2006",2006
3,2,78,20,1,1,4,"US","US-2006",2006
3,1,40,14,-11,1,3,"US","US-2006",2006
1,2,75,11,1,1,4,"US","US-2006",2006
2,1,29,11,-11,1,3,"US","US-2006",2006
2,2,80,14,1,1,2,"US","US-2006",2006
2,1,37,19,-11,1,4,"US","US-2006",2006
5,2,33,10,1,1,1,"US","US-2006",2006
4,2,39,14,-11,1,4,"US","US-2006",2006
2,2,89,12,1,1,4,"US","US-2006",2006
2,2,22,14,-11,1,4,"US","US-2006",2006
1,1,36,20,-11,1,5,"US","US-2006",2006
2,1,23,15,-11,1,4,"US","US-2006",2006
3,1,43,16,-11,1,4,"US","US-2006",2006
1,1,53,12,-11,1,5,"US","US-2006",2006
3,2,37,15,-11,1,3,"US","US-2006",2006
2,2,31,13,-11,1,2,"US","US-2006",2006
4,2,72,9,1,1,4,"US","US-2006",2006
2,2,89,9,1,1,2,"US","US-2006",2006
2,2,63,12,1,1,5,"US","US-2006",2006
4,1,32,10,-11,1,2,"US","US-2006",2006
2,2,25,12,-11,1,5,"US","US-2006",2006
3,1,22,10,1,1,2,"US","US-2006",2006
2,2,39,13,-11,1,4,"US","US-2006",2006
4,1,55,13,1,2,4,"US","US-2006",2006
3,1,63,10,1,2,4,"US","US-2006",2006
3,2,46,15,1,2,3,"US","US-2006",2006
2,1,83,12,1,1,4,"US","US-2006",2006
2,2,54,14,-11,1,4,"US","US-2006",2006
4,2,81,16,1,1,3,"US","US-2006",2006
1,1,65,7,1,1,1,"US","US-2006",2006
99,1,38,12,1,1,1,"US","US-2006",2006
3,2,44,15,-11,1,4,"US","US-2006",2006
4,1,77,14,-11,1,5,"US","US-2006",2006
2,2,61,16,-11,1,4,"US","US-2006",2006
3,1,22,10,-11,1,4,"US","US-2006",2006
2,1,22,15,-11,1,4,"US","US-2006",2006
3,2,55,18,-11,1,4,"US","US-2006",2006
2,1,79,16,1,1,5,"US","US-2006",2006
3,1,29,14,-11,1,4,"US","US-2006",2006
99,2,75,11,1,1,1,"US","US-2006",2006
4,2,80,12,1,1,5,"US","US-2006",2006
4,2,53,12,-11,1,2,"US","US-2006",2006
2,1,59,12,-11,1,4,"US","US-2006",2006
1,2,36,12,-11,1,4,"US","US-2006",2006
2,1,61,12,-11,1,4,"US","US-2006",2006
1,1,68,15,1,1,4,"US","US-2006",2006
4,1,64,14,1,1,5,"US","US-2006",2006
4,1,78,9,1,1,3,"US","US-2006",2006
3,1,71,14,1,1,3,"US","US-2006",2006
3,1,38,14,-11,1,4,"US","US-2006",2006
3,1,34,15,-11,1,2,"US","US-2006",2006
5,2,20,12,1,1,3,"US","US-2006",2006
2,2,54,12,-11,1,3,"US","US-2006",2006
1,1,22,12,-11,1,4,"US","US-2006",2006
2,1,24,14,-11,1,4,"US","US-2006",2006
4,1,74,12,1,1,4,"US","US-2006",2006
2,1,41,14,-11,1,4,"US","US-2006",2006
1,2,72,14,1,1,4,"US","US-2006",2006
1,2,32,12,-11,1,5,"US","US-2006",2006
2,2,46,13,1,1,2,"US","US-2006",2006
2,2,66,14,1,1,4,"US","US-2006",2006
3,1,44,12,-11,1,4,"US","US-2006",2006
3,1,59,12,-11,1,3,"US","US-2006",2006
4,2,52,12,-11,1,5,"US","US-2006",2006
4,1,23,14,-11,1,5,"US","US-2006",2006
2,2,57,20,-11,1,4,"US","US-2006",2006
2,1,43,16,-11,1,4,"US","US-2006",2006
2,2,45,16,1,1,5,"US","US-2006",2006
2,1,22,16,-11,1,4,"US","US-2006",2006
4,1,71,16,1,1,4,"US","US-2006",2006
3,1,35,12,-11,1,5,"US","US-2006",2006
4,1,34,17,-11,1,4,"US","US-2006",2006
1,2,39,16,-11,1,4,"US","US-2006",2006
3,1,23,12,-11,1,3,"US","US-2006",2006
1,1,20,12,-11,2,2,"US","US-2006",2006
4,1,29,18,-11,2,4,"US","US-2006",2006
5,1,68,15,1,2,5,"US","US-2006",2006
3,2,49,12,-11,2,4,"US","US-2006",2006
4,1,58,12,-11,2,2,"US","US-2006",2006
2,1,50,17,-11,2,4,"US","US-2006",2006
2,2,34,12,-11,1,3,"US","US-2006",2006
1,1,89,16,1,1,5,"US","US-2006",2006
4,1,59,16,-11,1,5,"US","US-2006",2006
2,2,60,16,-11,1,4,"US","US-2006",2006
1,1,32,12,1,1,3,"US","US-2006",2006
1,2,41,16,-11,1,4,"US","US-2006",2006
4,2,49,9,1,1,4,"US","US-2006",2006
2,1,67,8,1,1,4,"US","US-2006",2006
2,2,70,16,1,1,4,"US","US-2006",2006
3,1,41,12,-11,1,4,"US","US-2006",2006
3,1,35,17,-11,1,4,"US","US-2006",2006
4,2,68,13,-11,1,3,"US","US-2006",2006
3,1,27,12,-11,1,4,"US","US-2006",2006
3,1,29,16,-11,1,5,"US","US-2006",2006
3,2,26,17,-11,1,4,"US","US-2006",2006
4,2,54,16,-11,1,2,"US","US-2006",2006
2,1,31,13,-11,1,4,"US","US-2006",2006
4,1,66,16,-11,1,5,"US","US-2006",2006
2,2,22,12,-11,1,4,"US","US-2006",2006
3,1,53,18,-11,1,5,"US","US-2006",2006
2,1,21,11,-11,1,2,"US","US-2006",2006
3,2,25,16,-11,1,4,"US","US-2006",2006
4,2,60,12,1,1,5,"US","US-2006",2006
2,2,21,10,1,1,2,"US","US-2006",2006
1,1,26,16,-11,1,5,"US","US-2006",2006
1,1,57,12,-11,1,4,"US","US-2006",2006
3,1,33,14,-11,2,4,"US","US-2006",2006
4,2,54,12,1,1,5,"US","US-2006",2006
3,2,36,16,1,1,3,"US","US-2006",2006
1,2,23,17,-11,1,5,"US","US-2006",2006
2,1,33,19,-11,1,5,"US","US-2006",2006
99,2,32,9,1,1,2,"US","US-2006",2006
2,1,60,15,-11,1,4,"US","US-2006",2006
2,2,38,17,-11,1,3,"US","US-2006",2006
2,2,30,13,-11,1,4,"US","US-2006",2006
3,1,29,16,-11,1,4,"US","US-2006",2006
1,2,51,9,1,1,1,"US","US-2006",2006
1,1,29,12,-11,1,4,"US","US-2006",2006
4,1,30,15,-11,1,3,"US","US-2006",2006
2,2,69,12,-11,1,2,"US","US-2006",2006
4,2,49,13,-11,1,4,"US","US-2006",2006
2,2,53,12,-11,1,4,"US","US-2006",2006
4,1,,20,-11,1,4,"US","US-2006",2006
4,2,28,14,-11,1,2,"US","US-2006",2006
2,2,64,13,1,1,5,"US","US-2006",2006
2,1,41,11,-11,1,4,"US","US-2006",2006
2,2,68,5,1,2,5,"US","US-2006",2006
2,1,43,10,-11,2,2,"US","US-2006",2006
3,2,72,12,-11,2,3,"US","US-2006",2006
1,1,53,12,-11,1,2,"US","US-2006",2006
1,2,48,10,1,1,4,"US","US-2006",2006
4,2,77,13,1,1,3,"US","US-2006",2006
4,2,38,16,-11,1,4,"US","US-2006",2006
2,1,45,12,-11,1,2,"US","US-2006",2006
2,1,57,12,-11,1,2,"US","US-2006",2006
1,1,32,9,-11,1,5,"US","US-2006",2006
5,1,55,12,1,1,4,"US","US-2006",2006
2,1,59,17,-11,1,4,"US","US-2006",2006
1,1,54,12,-11,1,4,"US","US-2006",2006
1,2,46,6,1,1,2,"US","US-2006",2006
2,2,49,16,-11,1,1,"US","US-2006",2006
1,1,47,16,-11,1,3,"US","US-2006",2006
3,2,48,12,-11,1,3,"US","US-2006",2006
4,1,20,13,1,1,2,"US","US-2006",2006
1,1,33,11,-11,1,1,"US","US-2006",2006
3,1,36,20,-11,1,5,"US","US-2006",2006
3,1,43,20,-11,1,3,"US","US-2006",2006
5,1,30,13,-11,1,4,"US","US-2006",2006
99,2,40,9,-11,1,2,"US","US-2006",2006
4,2,49,10,-11,1,4,"US","US-2006",2006
1,1,58,12,1,1,3,"US","US-2006",2006
99,1,39,13,-11,1,,"US","US-2006",2006
3,1,37,12,-11,1,3,"US","US-2006",2006
99,2,20,12,-11,1,2,"US","US-2006",2006
1,2,29,13,-11,1,2,"US","US-2006",2006
3,1,53,12,-11,1,2,"US","US-2006",2006
4,1,52,9,-11,1,4,"US","US-2006",2006
2,2,45,12,-11,1,4,"US","US-2006",2006
1,1,33,8,-11,1,2,"US","US-2006",2006
99,2,42,9,1,1,,"US","US-2006",2006
1,2,33,9,1,1,3,"US","US-2006",2006
2,1,70,12,1,3,5,"US","US-2006",2006
3,2,35,12,-11,3,5,"US","US-2006",2006
2,1,42,12,-11,3,4,"US","US-2006",2006
3,1,27,15,-11,3,4,"US","US-2006",2006
3,1,54,12,1,3,4,"US","US-2006",2006
3,1,67,14,-11,3,4,"US","US-2006",2006
2,2,59,8,-11,3,4,"US","US-2006",2006
3,2,43,16,-11,3,3,"US","US-2006",2006
1,1,27,12,-11,3,3,"US","US-2006",2006
1,1,33,20,-11,3,5,"US","US-2006",2006
2,2,54,16,-11,3,4,"US","US-2006",2006
3,2,60,14,-11,3,5,"US","US-2006",2006
4,1,42,19,-11,3,5,"US","US-2006",2006
3,2,47,16,1,3,1,"US","US-2006",2006
1,1,46,16,-11,3,4,"US","US-2006",2006
3,2,37,14,-11,3,3,"US","US-2006",2006
3,2,44,16,-11,3,2,"US","US-2006",2006
2,1,50,14,-11,3,5,"US","US-2006",2006
3,1,47,16,-11,3,5,"US","US-2006",2006
4,2,63,12,1,3,,"US","US-2006",2006
1,1,59,16,-11,1,5,"US","US-2006",2006
3,2,25,17,-11,1,1,"US","US-2006",2006
1,2,59,18,-11,1,4,"US","US-2006",2006
2,1,50,12,-11,1,4,"US","US-2006",2006
4,2,49,12,-11,1,4,"US","US-2006",2006
2,2,76,11,1,3,2,"US","US-2006",2006
4,2,37,16,-11,3,,"US","US-2006",2006
2,2,70,14,1,3,1,"US","US-2006",2006
3,2,40,10,-11,3,4,"US","US-2006",2006
4,2,40,16,-11,3,5,"US","US-2006",2006
3,2,67,10,-11,3,5,"US","US-2006",2006
4,2,55,16,-11,3,4,"US","US-2006",2006
3,1,22,13,-11,3,2,"US","US-2006",2006
2,1,43,16,-11,3,3,"US","US-2006",2006
4,2,55,18,-11,3,3,"US","US-2006",2006
2,2,42,13,-11,3,4,"US","US-2006",2006
4,1,55,20,1,3,4,"US","US-2006",2006
3,1,61,14,1,3,5,"US","US-2006",2006
2,2,30,13,-11,3,4,"US","US-2006",2006
2,2,51,15,1,3,4,"US","US-2006",2006
4,2,44,12,-11,3,2,"US","US-2006",2006
2,1,45,16,1,1,5,"US","US-2006",2006
3,2,36,13,-11,1,3,"US","US-2006",2006
2,2,32,10,-11,1,1,"US","US-2006",2006
3,1,25,11,1,1,4,"US","US-2006",2006
2,2,74,16,1,1,5,"US","US-2006",2006
2,1,28,13,-11,1,4,"US","US-2006",2006
1,1,59,16,1,1,5,"US","US-2006",2006
2,1,32,15,-11,1,4,"US","US-2006",2006
2,2,29,12,-11,1,4,"US","US-2006",2006
2,2,49,12,1,1,2,"US","US-2006",2006
2,2,34,12,-11,1,3,"US","US-2006",2006
2,2,37,13,-11,1,4,"US","US-2006",2006
3,1,32,12,-11,1,4,"US","US-2006",2006
2,1,37,14,-11,1,4,"US","US-2006",2006
3,2,33,12,-11,3,3,"US","US-2006",2006
4,2,64,12,-11,1,4,"US","US-2006",2006
1,2,56,13,-11,1,3,"US","US-2006",2006
3,2,82,12,1,1,5,"US","US-2006",2006
2,2,78,13,1,1,4,"US","US-2006",2006
2,1,34,17,-11,1,4,"US","US-2006",2006
3,2,50,13,-11,1,4,"US","US-2006",2006
3,1,20,12,-11,1,4,"US","US-2006",2006
3,1,38,17,-11,1,3,"US","US-2006",2006
2,1,31,12,-11,1,2,"US","US-2006",2006
2,2,54,14,1,1,4,"US","US-2006",2006
1,1,58,15,1,3,4,"US","US-2006",2006
3,2,49,14,-11,3,3,"US","US-2006",2006
1,2,37,12,-11,1,4,"US","US-2006",2006
3,2,61,14,1,1,4,"US","US-2006",2006
5,2,33,12,1,1,5,"US","US-2006",2006
2,2,19,8,-11,1,2,"US","US-2006",2006
2,1,54,4,1,1,,"US","US-2006",2006
4,1,34,12,-11,1,3,"US","US-2006",2006
1,1,46,11,-11,1,5,"US","US-2006",2006
1,2,54,8,-11,1,1,"US","US-2006",2006
2,1,60,8,-11,1,4,"US","US-2006",2006
2,1,46,14,-11,1,4,"US","US-2006",2006
2,1,47,13,-11,1,2,"US","US-2006",2006
4,1,35,8,-11,1,3,"US","US-2006",2006
1,1,37,17,-11,1,4,"US","US-2006",2006
4,2,25,12,-11,1,4,"US","US-2006",2006
3,1,51,18,-11,1,5,"US","US-2006",2006
4,2,42,14,-11,1,4,"US","US-2006",2006
4,2,75,12,1,1,2,"US","US-2006",2006
2,2,43,17,-11,1,5,"US","US-2006",2006
4,1,85,11,1,1,3,"US","US-2006",2006
4,2,79,11,1,1,2,"US","US-2006",2006
1,1,48,9,-11,1,2,"US","US-2006",2006
2,1,33,14,-11,1,5,"US","US-2006",2006
2,2,60,12,1,1,3,"US","US-2006",2006
1,1,42,14,-11,1,4,"US","US-2006",2006
1,1,68,15,1,1,3,"US","US-2006",2006
4,2,60,19,1,1,4,"US","US-2006",2006
2,2,62,12,-11,2,4,"US","US-2006",2006
2,1,55,12,-11,2,2,"US","US-2006",2006
3,1,27,12,-11,2,3,"US","US-2006",2006
4,1,23,16,-11,2,5,"US","US-2006",2006
2,1,29,16,-11,1,4,"US","US-2006",2006
3,2,76,12,1,1,4,"US","US-2006",2006
3,2,51,12,-11,1,3,"US","US-2006",2006
2,2,61,14,-11,2,4,"US","US-2006",2006
3,2,77,14,1,2,4,"US","US-2006",2006
4,2,70,12,1,2,3,"US","US-2006",2006
